Type,Description,Bedrooms,Bathroom,Area,Neighborhood,Disctrict,Price
Apartment,Apartment on sale,2,3,80,Parque Patricios,Disctrict 4,450000000
House,House on sale,7,8,287,Agronomia,Disctrict 15,880000000
House,House on sale,3,1,72,Montserrat,Disctrict 1,230000000
House,House on sale,12,8,290,Agronomia,Disctrict 15,550000000
House,House on sale,10,6,280,Barracas,Disctrict 4,560000000
Apartment,Apartment on sale,2,1,50,Villa Pueyrredon,Disctrict 12,120000000
Apartment,Apartment on sale,3,2,57,Villa Real,Disctrict 10,220000000
House,House on sale,5,3,192,Villa Crespo,Disctrict 15,420000000
Apartment,Apartment on sale,3,2,58,Saavedra,Disctrict 12,190000000
Apartment,Apartment on sale,2,1,38,Coghlan,Disctrict 12,180000000
House,House on sale,11,6,250,Villa del Parque,Disctrict 11,450000000
Apartment,Apartment on sale,2,1,38,Villa del Parque,Disctrict 11,180000000
House,House on sale,4,3,204,Belgrano,Disctrict 13,1300000000
House,House on sale,3,4,179,San Nicolas,Disctrict 1,1100000000
Apartment,Apartment on sale,3,3,200,Caballito,Disctrict 6,750000000
Apartment,Apartment on sale,3,2,71,Villa Ortazar,Disctrict 15,310000000
Apartment,Apartment on sale,2,2,56,Flores,Disctrict 7,300000000
House,House on sale,3,4,231,Villa Ortazar,Disctrict 15,848000000
House,House on sale,2,1,36,Parque Chas,Disctrict 15,145000000
House,House on sale,3,3,145,San Cristobal,Disctrict 3,699000000
House,House on sale,3,2,66,Colegiales,Disctrict 13,196000000
Apartment,Apartment on sale,3,4,130,Villa Ortazar,Disctrict 15,570000000
House,House on sale,4,3,160,Liniers,Disctrict 9,1300000000
Apartment,Apartment on sale,2,2,56,Villa Crespo,Disctrict 15,200000000
Apartment,Apartment on sale,3,3,109,Villa Luro,Disctrict 10,515000000
House,House on sale,5,4,320,Villa Riachuelo,Disctrict 8,680000000
Apartment,Apartment on sale,3,2,51,Villa Santa Rita,Disctrict 11,155000000
Apartment,Apartment on sale,6,3,110,Colegiales,Disctrict 13,400000000
Apartment,Apartment on sale,4,2,100,San Telmo,Disctrict 1,320000000
Apartment,Apartment on sale,3,1,48,Palermo,Disctrict 14,140000000
House,House on sale,9,5,126,Villa Crespo,Disctrict 15,450000000
Apartment,Apartment on sale,3,4,165,Coghlan,Disctrict 12,1300000000
Apartment,Apartment on sale,3,3,260,Villa Devoto,Disctrict 11,820000000
Apartment,Apartment on sale,3,2,75,Villa Devoto,Disctrict 11,350000000
Apartment,Apartment on sale,3,2,77,Belgrano,Disctrict 13,530000000
House,House on sale,4,4,193,Retiro,Disctrict 1,600000000
Apartment,Apartment on sale,6,4,244,Colegiales,Disctrict 13,710000000
Apartment,Apartment on sale,3,1,52,Versalles,Disctrict 10,168000000
Apartment,Apartment on sale,3,2,73,Villa Crespo,Disctrict 15,280000000
House,House on sale,4,3,110,Retiro,Disctrict 1,520000000
Apartment,Apartment on sale,3,4,240,Martinez,Disctrict 13,1400000000
Apartment,Apartment on sale,3,2,77,Puerto Madero,Disctrict 1,250000000
House,House on sale,15,0,450,Nueva Pompeya,Disctrict 4,1000000000
House,House on sale,5,5,88,Villa Crespo,Disctrict 15,600000000
Apartment,Apartment on sale,3,1,45,Parque Chas,Disctrict 15,130000000
Apartment,Apartment on sale,2,1,40,Villa Riachuelo,Disctrict 8,120000000
House,House on sale,7,2,140,Boedo,Disctrict 5,460000000
House,House on sale,4,4,208,San Telmo,Disctrict 1,620000000
Apartment,Apartment on sale,1,2,142,Villa Crespo,Disctrict 15,1050000000
Apartment,Apartment on sale,3,2,64,Villa Soldati,Disctrict 8,240000000
Apartment,Apartment on sale,3,2,51,Balvanera,Disctrict 3,135000000
House,House on sale,2,2,72,Belgrano,Disctrict 13,120000000
Apartment,Apartment on sale,2,1,42,Martinez,Disctrict 13,135000000
House,House on sale,3,3,120,Villa Crespo,Disctrict 15,550000000
House,House on sale,8,6,220,Boedo,Disctrict 5,700000000
Apartment,Apartment on sale,3,3,202,Boedo,Disctrict 5,1600000000
Apartment,Apartment on sale,3,5,152,Parque Patricios,Disctrict 4,1500000000
Apartment,Apartment on sale,3,1,50,Villa Urquiza,Disctrict 12,165000000
House,House on sale,12,7,288,Retiro,Disctrict 1,750000000
Apartment,Apartment on sale,4,2,130,Villa Lugano,Disctrict 8,1120000000
House,House on sale,3,2,82,Chacarita,Disctrict 15,330000000
Apartment,Apartment on sale,3,3,115,Villa Real,Disctrict 10,620000000
House,House on sale,10,6,593,San Telmo,Disctrict 1,2000000000
Apartment,Apartment on sale,1,1,29,Parque Avellaneda,Disctrict 9,155000000
House,House on sale,3,2,110,Villa Riachuelo,Disctrict 8,245000000
Apartment,Apartment on sale,3,2,64,Nueva Pompeya,Disctrict 4,240000000
House,House on sale,5,5,486,Coghlan,Disctrict 12,1300000000
Apartment,Apartment on sale,1,2,61,Parque Chacabuco,Disctrict 7,400000000
Apartment,Apartment on sale,3,2,62,Villa Santa Rita,Disctrict 11,220000000
Apartment,Apartment on sale,3,2,75,Coghlan,Disctrict 12,365000000
Apartment,Apartment on sale,3,2,78,Versalles,Disctrict 10,340000000
House,House on sale,9,4,250,Belgrano,Disctrict 13,480000000
Apartment,Apartment on sale,3,2,87,Boedo,Disctrict 5,480000000
Apartment,Apartment on sale,5,3,267,Villa del Parque,Disctrict 11,1100000000
Apartment,Apartment on sale,3,3,106,La Boca,Disctrict 4,698000000
House,House on sale,5,4,180,Agronomia,Disctrict 15,785000000
House,House on sale,9,4,240,Villa Gral. Mitre,Disctrict 11,700000000
House,House on sale,3,2,90,Parque Chas,Disctrict 15,155000000
House,House on sale,1,4,395,Velez Sarsfield,Disctrict 10,1000000000
House,House on sale,4,5,300,Recoleta,Disctrict 2,1200000000
Apartment,Apartment on sale,3,2,62,Parque Chas,Disctrict 15,300000000
House,House on sale,6,4,182,Coghlan,Disctrict 12,550000000
Apartment,Apartment on sale,3,2,102,Liniers,Disctrict 9,730000000
Apartment,Apartment on sale,3,2,51,La Paternal,Disctrict 15,135000000
Apartment,Apartment on sale,3,2,77,Versalles,Disctrict 10,250000000
Apartment,Apartment on sale,3,3,144,Villa Santa Rita,Disctrict 11,800000000
House,House on sale,6,6,240,Monte Castro,Disctrict 10,660000000
Apartment,Apartment on sale,3,3,88,Mataderos,Disctrict 9,380000000
House,House on sale,6,1,70,Parque Chacabuco,Disctrict 7,600000000
House,House on sale,7,3,165,Boedo,Disctrict 5,480000000
Apartment,Apartment on sale,3,3,100,Martinez,Disctrict 13,485000000
Apartment,Apartment on sale,1,1,47,Balvanera,Disctrict 3,385000000
Apartment,Apartment on sale,3,3,110,Monte Castro,Disctrict 10,500000000
Apartment,Apartment on sale,5,4,250,Martinez,Disctrict 13,1600000000
Apartment,Apartment on sale,2,2,45,Parque Patricios,Disctrict 4,309000000
Apartment,Apartment on sale,4,2,71,Velez Sarsfield,Disctrict 10,260000000
House,House on sale,6,4,300,Parque Chas,Disctrict 15,1300000000
Apartment,Apartment on sale,3,2,83,Villa Real,Disctrict 10,340000000
House,House on sale,4,3,155,Versalles,Disctrict 10,400000000
House,House on sale,6,3,160,Villa Luro,Disctrict 10,590000000
House,House on sale,5,3,220,Villa Ortazar,Disctrict 15,1200000000
House,House on sale,4,4,180,Belgrano,Disctrict 13,550000000
House,House on sale,4,5,200,Villa Urquiza,Disctrict 12,680000000
Apartment,Apartment on sale,3,2,71,San Cristobal,Disctrict 3,330000000
Apartment,Apartment on sale,2,1,48,Retiro,Disctrict 1,240000000
House,House on sale,4,4,212,Villa Luro,Disctrict 10,1200000000
Apartment,Apartment on sale,2,2,48,Martinez,Disctrict 13,240000000
Apartment,Apartment on sale,3,2,67,Balvanera,Disctrict 3,310000000
House,House on sale,11,4,200,Agronomia,Disctrict 15,430000000
Apartment,Apartment on sale,3,2,53,Floresta,Disctrict 10,198000000
Apartment,Apartment on sale,2,1,38,Balvanera,Disctrict 3,120000000
House,House on sale,7,6,295,Villa Crespo,Disctrict 15,750000000
Apartment,Apartment on sale,3,1,46,Chacarita,Disctrict 15,155000000
Apartment,Apartment on sale,3,5,320,Villa Soldati,Disctrict 8,1820000000
Apartment,Apartment on sale,3,2,94,Villa Crespo,Disctrict 15,420000000
Apartment,Apartment on sale,3,3,145,Coghlan,Disctrict 12,900000000
Apartment,Apartment on sale,3,2,85,Colegiales,Disctrict 13,370000000
Apartment,Apartment on sale,2,1,52,Villa Pueyrredon,Disctrict 12,230000000
Apartment,Apartment on sale,3,2,92,La Boca,Disctrict 4,480000000
Apartment,Apartment on sale,1,2,75,Caballito,Disctrict 6,450000000
Apartment,Apartment on sale,2,2,76,Monte Castro,Disctrict 10,380000000
Apartment,Apartment on sale,3,2,74,Recoleta,Disctrict 2,370000000
Apartment,Apartment on sale,2,1,56,Puerto Madero,Disctrict 1,210000000
Apartment,Apartment on sale,3,3,103,Villa Lugano,Disctrict 8,850000000
Apartment,Apartment on sale,2,2,66,Villa Crespo,Disctrict 15,340000000
Apartment,Apartment on sale,3,2,75,Parque Chacabuco,Disctrict 7,420000000
Apartment,Apartment on sale,3,2,91,Flores,Disctrict 7,497000000
House,House on sale,2,1,138,Liniers,Disctrict 9,340000000
Apartment,Apartment on sale,2,1,46,Balvanera,Disctrict 3,174999999
Apartment,Apartment on sale,1,1,50,Villa Pueyrredon,Disctrict 12,430000000
House,House on sale,6,4,500,Chacarita,Disctrict 15,1300000000
House,House on sale,3,2,56,Caballito,Disctrict 6,240000000
House,House on sale,4,2,140,Villa Santa Rita,Disctrict 11,300000000
Apartment,Apartment on sale,3,2,79,Nueva Pompeya,Disctrict 4,430000000
House,House on sale,5,2,183,Parque Chacabuco,Disctrict 7,300000000
House,House on sale,4,4,219,Villa Crespo,Disctrict 15,850000000
House,House on sale,9,6,72,Balvanera,Disctrict 3,900000000
House,House on sale,4,3,221,Villa Lugano,Disctrict 8,420000000
Apartment,Apartment on sale,3,1,42,Belgrano,Disctrict 13,120000000
Apartment,Apartment on sale,3,5,195,San Cristobal,Disctrict 3,1000000000
House,House on sale,4,3,540,Mataderos,Disctrict 9,850000000
House,House on sale,4,3,50,Balvanera,Disctrict 3,690000000
Apartment,Apartment on sale,5,3,140,Villa Riachuelo,Disctrict 8,250000000
Apartment,Apartment on sale,2,1,46,Agronomia,Disctrict 15,174999999
House,House on sale,9,8,250,Floresta,Disctrict 10,1250000000
Apartment,Apartment on sale,3,2,55,Monte Castro,Disctrict 10,250000000
Apartment,Apartment on sale,1,2,40,Monte Castro,Disctrict 10,198000000
House,House on sale,4,4,219,Villa Devoto,Disctrict 11,850000000
House,House on sale,2,1,138,Retiro,Disctrict 1,340000000
Apartment,Apartment on sale,3,2,91,Martinez,Disctrict 13,497000000
Apartment,Apartment on sale,3,2,75,Velez Sarsfield,Disctrict 10,420000000
Apartment,Apartment on sale,3,4,140,Villa Luro,Disctrict 10,999000000
Apartment,Apartment on sale,3,1,49,Villa Riachuelo,Disctrict 8,240000000
House,House on sale,10,8,300,Caballito,Disctrict 6,1200000000
Apartment,Apartment on sale,3,2,48,La Boca,Disctrict 4,125000000
House,House on sale,3,2,132,Villa Devoto,Disctrict 11,380000000
House,House on sale,5,2,183,Recoleta,Disctrict 2,300000000
Apartment,Apartment on sale,2,1,42,Villa Ortazar,Disctrict 15,250000000
House,House on sale,9,4,313,Villa Riachuelo,Disctrict 8,485000000
Apartment,Apartment on sale,2,2,44,La Paternal,Disctrict 15,159000000
Apartment,Apartment on sale,2,1,50,Parque Avellaneda,Disctrict 9,135000000
Apartment,Apartment on sale,1,2,54,Villa Soldati,Disctrict 8,302800000
Apartment,Apartment on sale,2,2,75,San Nicolas,Disctrict 1,370000000
House,House on sale,3,3,92,Villa Ortazar,Disctrict 15,359000000
Apartment,Apartment on sale,3,2,71,Villa Gral. Mitre,Disctrict 11,279000000
House,House on sale,3,2,63,Nueva Pompeya,Disctrict 4,222000000
Apartment,Apartment on sale,2,1,92,Villa Ortazar,Disctrict 15,379000000
Apartment,Apartment on sale,3,2,115,Colegiales,Disctrict 13,465000000
House,House on sale,10,4,364,Montserrat,Disctrict 1,720000000
Apartment,Apartment on sale,3,2,94,Villa del Parque,Disctrict 11,515000000
Apartment,Apartment on sale,3,3,120,La Paternal,Disctrict 15,640000000
Apartment,Apartment on sale,3,1,55,Villa Lugano,Disctrict 8,266000000
House,House on sale,10,4,364,Martinez,Disctrict 13,720000000
Apartment,Apartment on sale,3,3,120,Retiro,Disctrict 1,640000000
Oficina/Consultorio,Oficina/Consultorio on sale,1,1,43,San Telmo,Disctrict 1,275000000
Apartment,Apartment on sale,1,1,36,Versalles,Disctrict 10,195000000
Apartment,Apartment on sale,2,2,44,Villa Urquiza,Disctrict 12,165000000
Apartment,Apartment on sale,3,1,114,Martinez,Disctrict 13,410000000
Apartment,Apartment on sale,1,1,30,Caballito,Disctrict 6,300000000
House,House on sale,2,4,77,La Boca,Disctrict 4,650000000
House,House on sale,3,3,124,Montserrat,Disctrict 1,635000000
Apartment,Apartment on sale,2,2,89,San Nicolas,Disctrict 1,550000000
Apartment,Apartment on sale,3,1,50,Parque Chacabuco,Disctrict 7,140000000
House,House on sale,4,2,110,Villa Gral. Mitre,Disctrict 11,230000000
House,House on sale,9,6,340,Villa Pueyrredon,Disctrict 12,445000000
Apartment,Apartment on sale,3,2,67,Puerto Madero,Disctrict 1,270000000
Apartment,Apartment on sale,3,2,56,Coghlan,Disctrict 12,150000000
Apartment,Apartment on sale,2,1,39,Flores,Disctrict 7,160000000
Apartment,Apartment on sale,2,2,69,Saavedra,Disctrict 12,440000000
Apartment,Apartment on sale,3,2,63,Parque Chacabuco,Disctrict 7,285000000
Apartment,Apartment on sale,3,2,60,Villa Urquiza,Disctrict 12,250000000
Apartment,Apartment on sale,2,2,75,Chacarita,Disctrict 15,600000000
Apartment,Apartment on sale,3,2,90,Villa Soldati,Disctrict 8,320000000
Apartment,Apartment on sale,2,1,39,Villa Ortazar,Disctrict 15,210000000
House,House on sale,3,3,350,Monte Castro,Disctrict 10,780000000
Apartment,Apartment on sale,3,2,75,Belgrano,Disctrict 13,310000000
Apartment,Apartment on sale,3,2,73,Flores,Disctrict 7,290000000
Apartment,Apartment on sale,3,2,75,Parque Patricios,Disctrict 4,410000000
Apartment,Apartment on sale,2,2,81,Villa Crespo,Disctrict 15,460000000
Apartment,Apartment on sale,3,2,70,Villa Ortazar,Disctrict 15,361000000
Apartment,Apartment on sale,2,3,81,Barracas,Disctrict 4,395000000
Apartment,Apartment on sale,3,2,90,Parque Chacabuco,Disctrict 7,468000000
Apartment,Apartment on sale,3,2,68,La Paternal,Disctrict 15,234000000
Apartment,Apartment on sale,3,2,63,Belgrano,Disctrict 13,285000000
Apartment,Apartment on sale,3,2,60,Villa Lugano,Disctrict 8,250000000
Apartment,Apartment on sale,2,2,75,Villa Urquiza,Disctrict 12,600000000
Apartment,Apartment on sale,3,2,70,San Telmo,Disctrict 1,361000000
Apartment,Apartment on sale,2,2,81,Villa Lugano,Disctrict 8,460000000
Apartment,Apartment on sale,3,2,90,La Boca,Disctrict 4,320000000
Apartment,Apartment on sale,3,2,73,Villa Gral. Mitre,Disctrict 11,290000000
Apartment,Apartment on sale,3,2,75,Almagro,Disctrict 5,410000000
Apartment,Apartment on sale,3,2,75,Villa Riachuelo,Disctrict 8,310000000
Apartment,Apartment on sale,2,1,39,Nueva Pompeya,Disctrict 4,210000000
House,House on sale,3,3,350,Parque Avellaneda,Disctrict 9,780000000
House,House on sale,9,6,370,San Nicolas,Disctrict 1,570000000
Apartment,Apartment on sale,4,6,400,Villa Ortazar,Disctrict 15,2500000000
Apartment,Apartment on sale,3,2,54,Retiro,Disctrict 1,200000000
Apartment,Apartment on sale,2,1,42,Balvanera,Disctrict 3,270000000
House,House on sale,8,4,160,San Telmo,Disctrict 1,360000000
Apartment,Apartment on sale,2,2,63,Agronomia,Disctrict 15,480000000
Apartment,Apartment on sale,3,2,88,San Nicolas,Disctrict 1,590000000
Oficina/Consultorio,Oficina/Consultorio on sale,12,7,640,Monte Castro,Disctrict 10,1600000000
House,House on sale,4,2,265,Villa Pueyrredon,Disctrict 12,850000000
Apartment,Apartment on sale,3,2,48,Villa Luro,Disctrict 10,230000000
Apartment,Apartment on sale,3,2,46,Chacarita,Disctrict 15,330000000
House,House on sale,6,2,233,Villa del Parque,Disctrict 11,800000000
Apartment,Apartment on sale,4,3,112,Villa Devoto,Disctrict 11,560000000
House,House on sale,4,1,95,Constitucion,Disctrict 1,430000000
Apartment,Apartment on sale,2,2,55,Monte Castro,Disctrict 10,265000000
Apartment,Apartment on sale,2,1,44,Martinez,Disctrict 13,133000000
Apartment,Apartment on sale,4,5,123,Villa Lugano,Disctrict 8,950000000
Apartment,Apartment on sale,3,2,54,Versalles,Disctrict 10,275000000
House,House on sale,3,3,111,Retiro,Disctrict 1,519000000
Apartment,Apartment on sale,3,4,144,Villa Ortazar,Disctrict 15,1100000000
Apartment,Apartment on sale,1,2,88,Monte Castro,Disctrict 10,650000000
Apartment,Apartment on sale,2,1,43,Liniers,Disctrict 9,140000000
Apartment,Apartment on sale,4,3,160,Villa Luro,Disctrict 10,1200000000
Apartment,Apartment on sale,3,2,63,Parque Patricios,Disctrict 4,285000000
Apartment,Apartment on sale,3,2,60,Montserrat,Disctrict 1,250000000
Apartment,Apartment on sale,3,2,90,Barracas,Disctrict 4,320000000
Apartment,Apartment on sale,3,2,70,Saavedra,Disctrict 12,361000000
Apartment,Apartment on sale,2,2,81,Villa Pueyrredon,Disctrict 12,460000000
Apartment,Apartment on sale,2,2,75,Boedo,Disctrict 5,600000000
Apartment,Apartment on sale,3,2,73,Martinez,Disctrict 13,290000000
Apartment,Apartment on sale,3,2,75,Nueva Pompeya,Disctrict 4,410000000
Apartment,Apartment on sale,3,2,75,Colegiales,Disctrict 13,310000000
Apartment,Apartment on sale,2,1,39,Mataderos,Disctrict 9,210000000
House,House on sale,3,3,350,Versalles,Disctrict 10,780000000
House,House on sale,3,3,102,Villa Crespo,Disctrict 15,550000000
Apartment,Apartment on sale,3,3,116,Montserrat,Disctrict 1,550000000
Apartment,Apartment on sale,3,1,2,Puerto Madero,Disctrict 1,180000000
Oficina/Consultorio,Oficina/Consultorio on sale,15,8,670,Villa Santa Rita,Disctrict 11,1700000000
Apartment,Apartment on sale,3,2,55,Barracas,Disctrict 4,252000000
Apartment,Apartment on sale,2,1,48,Villa Riachuelo,Disctrict 8,145000000
Apartment,Apartment on sale,2,2,56,Montserrat,Disctrict 1,340000000
House,House on sale,3,2,62,Velez Sarsfield,Disctrict 10,175000000
House,House on sale,4,2,199,Recoleta,Disctrict 2,490000000
Apartment,Apartment on sale,2,1,41,Villa Ortazar,Disctrict 15,128000000
House,House on sale,3,2,64,Montserrat,Disctrict 1,165000000
Apartment,Apartment on sale,3,3,73,Balvanera,Disctrict 3,440000000
Apartment,Apartment on sale,3,2,93,Villa Soldati,Disctrict 8,410000000
Apartment,Apartment on sale,3,3,153,Villa Santa Rita,Disctrict 11,850000000
Apartment,Apartment on sale,2,1,46,Caballito,Disctrict 6,158000000
Apartment,Apartment on sale,4,5,226,Agronomia,Disctrict 15,1950000000
House,House on sale,5,3,160,San Telmo,Disctrict 1,275000000
Apartment,Apartment on sale,3,3,114,Nueva Pompeya,Disctrict 4,560000000
Apartment,Apartment on sale,3,2,53,Montserrat,Disctrict 1,225000000
Apartment,Apartment on sale,3,1,45,Floresta,Disctrict 10,145000000
House,House on sale,3,3,50,Monte Castro,Disctrict 10,185000000
Apartment,Apartment on sale,2,1,42,Almagro,Disctrict 5,116100000
House,House on sale,5,2,337,Parque Chacabuco,Disctrict 7,550000000
